theta0,phi0,mtheta0,mphi0,omega_theta,omega_phi,drift_theta,drift_phi
0.0,0.23943951023931948,0.14472320263704308,4.02223285220652,2.1907939120625866,4.353730943285995,1.118063410163928e-07,1.744381236614865e-07
0.0,0.23943951023931948,0.19296427018272408,3.986065605381931,2.1954657443140566,4.353789581411593,3.214455034445919e-10,1.7456257838036367e-07
0.0,0.23943951023931948,0.2412053377284051,3.939076942457759,2.2001470507470016,4.3538637374072815,1.1191982599625572e-06,1.071227030022842e-07
0.0,0.23943951023931948,0.28944640527408616,3.88087381422664,2.204833823403263,4.353956120204138,4.322955223200345e-11,4.966058360109836e-08
0.0,0.23943951023931948,0.3376874728197672,3.8109424320569074,2.2095298794593927,4.354065960494572,1.8444135164646284e-10,1.7393853447233536e-07
0.0,0.23943951023931948,0.38592854036544816,3.7286229541357114,2.2142337032041484,4.354191553933389,2.837968044102343e-10,1.735942491335147e-07
0.0,0.23943951023931948,0.4341696079111292,3.6330733963020547,2.2189464249417217,4.354333870882381,1.1300015714062244e-06,6.082015997062596e-07
0.0,0.23943951023931948,0.4824106754568102,3.5232175247750304,2.2236656562897066,4.354492901131137,3.173343075323664e-07,6.09997057644271e-07
0.0,0.23943951023931948,0.5306517430024912,3.3976679363940443,2.2283920103423367,4.35466863966248,9.110398051183458e-12,6.136415294779536e-07
0.0,0.23943951023931948,0.5788928105481723,3.2546089381479533,2.2331266049322385,4.35486446950337,1.678263746917638e-09,1.6349528662674443e-07
0.0,0.23943951023931948,0.6271338780938532,3.091610830893672,2.237868896095929,4.355073591611478,1.4012557727940165e-09,1.5778118258444577e-07
0.0,0.23943951023931948,0.6753749456395344,2.9053195993349314,2.242618743701331,4.355299389537812,7.551535676660134e-07,1.0891735669482812e-07
0.0,0.23943951023931948,0.7236160131852153,2.6909018328460887,2.247375421271422,4.3555418575267035,8.115013834612683e-10,2.6755851135680223e-09
0.0,0.23943951023931948,0.7718570807308963,2.4409567036109654,2.2521396670441733,4.355801453265107,2.5033045904853815e-09,2.197139757522922e-09
0.0,0.23943951023931948,0.8200981482765775,2.1430895545791593,2.2569111092796312,4.356077712715464,1.0295326006521989e-11,6.572417324167509e-10
0.0,0.23943951023931948,0.8683392158222584,1.7733139327663947,2.2616911233396473,4.356370603903919,7.398462634541594e-08,5.4479483414621814e-11
0.0,0.23943951023931948,0.9165802833679395,1.270314144018969,2.2664752314325387,4.356680104937311,7.151043018025738e-10,1.292657680339955e-09
0.0,0.2631194490192344,0.0,3.953050942659242,0.0,2.176827527604156,0.0,5.959916819262539e-10
0.0,0.2631194490192344,0.05140822191826878,3.948106536793425,2.1817809398208357,4.353665060461465,1.593817245947545e-07,1.73192072674234e-07
0.0,0.2631194490192344,0.10281644383653755,3.933236026188427,2.1867420682224803,4.353693603259311,3.2650038440321688e-09,1.729488746427821e-07
0.0,0.2631194490192344,0.15422466575480634,3.908326111107643,2.1917150441705546,4.353741169543029,1.7060028997277948e-07,1.745222417622095e-07
0.0,0.2631194490192344,0.2056328876730751,3.873183094697274,2.196693995665543,4.353807759429423,1.5853900763751039e-09,1.7368981219966853e-07
0.0,0.2631194490192344,0.25704110959134385,3.8275251169071933,2.2016838161732077,4.353893273938864,1.5709263484058655e-09,1.5072450866404854e-07
0.0,0.2631194490192344,0.3084493315096127,3.7709702594008614,2.2066827233198856,4.35399798084803,3.189610645143616e-11,1.747970698674351e-07
0.0,0.2631194490192344,0.35985755342788145,3.7030192836710802,2.211690847041469,4.354121602707337,5.793025827625427e-07,1.7352678759384687e-07
0.0,0.2631194490192344,0.4112657753461502,3.623031034150503,2.216707453136169,4.3542642174132755,2.2258176403372954e-10,1.729477734072433e-07
0.0,0.2631194490192344,0.462673997264419,3.530187371063914,2.2217331099387145,4.354425819162741,8.82062720632139e-10,6.097104479376489e-07
0.0,0.2631194490192344,0.5140822191826877,3.4234425387969263,2.226767505275661,4.354606394236076,3.9495080243554885e-10,6.118326466828367e-07
0.0,0.2631194490192344,0.5654904411009565,3.301448424448463,2.231811884460176,4.354809333091377,1.66141161790542e-07,1.6454924721526985e-07
0.0,0.2631194490192344,0.6168986630192254,3.1624407541273936,2.236862110382844,4.3550278267730835,6.555192565400694e-10,1.6000127731401076e-07
0.0,0.2631194490192344,0.668306884937494,3.0040586360226302,2.241920522657341,4.355265264366109,1.3309723067375243e-06,1.2423466963606673e-07
0.0,0.2631194490192344,0.7197151068557629,2.823043038138483,2.2469904854655995,4.355521631579319,7.057892067179219e-10,1.1350085262778953e-08
0.0,0.2631194490192344,0.7711233287740316,2.614697428561452,2.2520671486987407,4.355797380817694,1.9746401915781753e-09,1.7845135835618624e-09
0.0,0.2631194490192344,0.8225315506923004,2.371830565595546,2.257151984472263,4.356092088477513,1.657834530320074e-11,7.144292149525397e-10
0.0,0.2631194490192344,0.8739397726105692,2.0823987999622964,2.2622465457817036,4.356405683603939,4.557463862007795e-07,6.501875909174362e-11
0.0,0.2631194490192344,0.925347994528838,1.7230949577719847,2.2673457615137123,4.356738141619341,5.074691618765499e-10,7.670810215424119e-10
